graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"random_v1_120","B->C|evm|fund:bc","CTLCOnly","best_claim","0x11d92f","77013","","77013","","0x2F9Cb9Aaf6E8E325503F5317587629Bf066c8552","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/B-_C_evm_fund_bc_CTLCOnly_best_claim"
"random_v1_120","B->C|evm|fund:bc","CTLCOnly","worst_claim","0x11d92f","77013","0","77013","","0xc28F919D886B343aAc9af284f570a5D44Ba77a04","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/B-_C_evm_fund_bc_CTLCOnly_worst_claim"
"random_v1_120","B->C|evm|fund:bc","CTLCOnly","refund","0x11d92f","59561","0","","59561","0x02B13D00dCb77C7b788476175310651fa62957CD","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/B-_C_evm_fund_bc_CTLCOnly_refund"
"random_v1_120","C->D|evm|fund:cd","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0xF29c7a5A1762D7acE85B37DA1076F78759edaf36","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/C-_D_evm_fund_cd_CTLCOnly_best_claim"
"random_v1_120","C->D|evm|fund:cd","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0x6E1b6C4910c180a58B10641ae8040B2B31934cfC","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/C-_D_evm_fund_cd_CTLCOnly_worst_claim"
"random_v1_120","C->D|evm|fund:cd","CTLCOnly","refund","0x117fbb","59561","0","","59561","0x4F634BA673D17172bC594809920AF7D9422D22d5","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/C-_D_evm_fund_cd_CTLCOnly_refund"
"random_v1_120","D->E|evm|fund:de","CTLCOnly","best_claim","0x11263b","68747","","68747","","0xDf8625BC4D0618E249eB5E60f4683049d32d3C07","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/D-_E_evm_fund_de_CTLCOnly_best_claim"
"random_v1_120","D->E|evm|fund:de","CTLCOnly","worst_claim","0x11263b","68747","0","68747","","0x9aC12535F1feFF491729f503689B37DF6827a904","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/D-_E_evm_fund_de_CTLCOnly_worst_claim"
"random_v1_120","D->E|evm|fund:de","CTLCOnly","refund","0x11263b","59561","0","","59561","0xb5ADb69282a94f2eE6B45eE3AEAAb6Bb7e71a4Fc","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/D-_E_evm_fund_de_CTLCOnly_refund"
"random_v1_120","E->A|evm|fund:ea","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0xB9f05b6d65eD38F5b908F6803Ce6590838CBF198","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/E-_A_evm_fund_ea_CTLCOnly_best_claim"
"random_v1_120","E->A|evm|fund:ea","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xDB4769041a88927289C3325C02E972296F0E13a2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/E-_A_evm_fund_ea_CTLCOnly_worst_claim"
"random_v1_120","E->A|evm|fund:ea","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x22e452b35fDCD82E404384cC5d92C1CD674f3aFa","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_120/E-_A_evm_fund_ea_CTLCOnly_refund"
