pair,contract,levels,duplicateVector,pattern,bestClaimGas,worstClaimGas,refundGas,bestDisableGas,worstDisableGas,refundDisableGas,deployGasDecimal,okAll,notes
"B->C|evm|fund:bc","CTLCMultipleEdges","2","1|3","multi-level+multi-option","71641","141843","112464","","52925","52925","1699351","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund"
"B->E|evm|fund:be","CTLCOnly","2","1|1","multi-level","77001","134123","112508","","52947","52947","1330706","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"B->F|evm|fund:bf","CTLCOnly","2","1|1","multi-level","72874","129960","112508","","52947","52947","1284894","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"C->A|evm|fund:ca","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100987","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"C->D|evm|fund:cd","CTLCMultipleEdges","1","3","single-level+multi-option","84598","84598","59539","","0","0","1514865","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges"
"D->E|evm|fund:de","CTLCMultipleEdges","2","3|3","multi-level+multi-option","80267","137535","112464","","52925","52925","1906561","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund"
"E->F|evm|fund:ef","CTLCOnly","2","1|1","multi-level","72862","129972","112508","","52947","52947","1284906","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"F->G|evm|fund:fg","CTLCOnly","2","1|1","multi-level","68747","125833","112508","","52947","52947","1239082","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"G->A|evm|fund:ga","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100975","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"G->C|evm|fund:gc","CTLCOnly","1","1","single-level","68723","68723","59561","","0","0","1123899","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
