pair,contract,levels,duplicateVector,pattern,bestClaimGas,worstClaimGas,refundGas,bestDisableGas,worstDisableGas,refundDisableGas,deployGasDecimal,okAll,notes
"B->C|evm|fund:bc","CTLCMultipleEdges","3","1|1|2","multi-level+multi-option","71641","177680","148301","","88762","88762","1677062","true","pair compiles to CTLCMultipleEdges; expect 2 disable step(s) before last claim/refund"
"B->F|evm|fund:bf","CTLCOnly","1","1","single-level","72874","72874","59561","","0","0","1146811","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"C->A|evm|fund:ca","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100987","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"C->D|evm|fund:cd","CTLCMultipleEdges","1","2","single-level+multi-option","84598","84598","59539","","0","0","1376934","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges"
"C->G|evm|fund:cg","CTLCOnly","1","1","single-level","68747","68747","59561","","0","0","1123899","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"D->E|evm|fund:de","CTLCMultipleEdges","3","1|2|1","multi-level+multi-option","75948","177668","148301","","88762","88762","1677038","true","pair compiles to CTLCMultipleEdges; expect 2 disable step(s) before last claim/refund"
"E->C|evm|fund:ec","CTLCOnly","2","1|1","multi-level","68747","125833","112508","","52947","52947","1239082","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"E->F|evm|fund:ef","CTLCOnly","2","1|1","multi-level","72862","134111","112508","","52947","52947","1307806","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"F->G|evm|fund:fg","CTLCOnly","2","1|1","multi-level","68747","129972","112508","","52947","52947","1261982","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund"
"G->A|evm|fund:ga","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100975","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"G->B|evm|fund:gb","CTLCOnly","1","1","single-level","72862","72862","59561","","0","0","1146799","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
