graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"hardholdout_bowtie_opt3","B->A|evm|fund:ba","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x5309F6138cF5961Dd5907C125568d5141067775A","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_A_evm_fund_ba_CTLCOnly_best_claim"
"hardholdout_bowtie_opt3","B->A|evm|fund:ba","CTLCOnly","worst_claim","0x10cca3","64620","0","64620","","0x48a9D00eb6Ec6aF0227d3cEfb74Ca409bA83e4b7","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_A_evm_fund_ba_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt3","B->A|evm|fund:ba","CTLCOnly","refund","0x10ccaf","59561","0","","59561","0xb38a4bF4009E198B7790f192fd0Aa8E0f99Bb849","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_A_evm_fund_ba_CTLCOnly_refund"
"hardholdout_bowtie_opt3","B->X1|evm|fund:bx1","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0xda0C68A841263aD553c26041Af144e8DB795ddB8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X1_evm_fund_bx1_CTLCOnly_best_claim"
"hardholdout_bowtie_opt3","B->X1|evm|fund:bx1","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0xDA9273B91d7502D74E3C4E0BE992a64180CF47f1","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X1_evm_fund_bx1_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt3","B->X1|evm|fund:bx1","CTLCOnly","refund","0x117faf","59561","0","","59561","0x3e98331a306A4d64Dc510FaB588b5868B72444FD","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X1_evm_fund_bx1_CTLCOnly_refund"
"hardholdout_bowtie_opt3","B->X2|evm|fund:bx2","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0xf270C24111e39BA1a651E1c97f694F62EF84f927","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X2_evm_fund_bx2_CTLCOnly_best_claim"
"hardholdout_bowtie_opt3","B->X2|evm|fund:bx2","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0xEA99F3A8aF1164E57981E964c708f78933f4c21E","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X2_evm_fund_bx2_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt3","B->X2|evm|fund:bx2","CTLCOnly","refund","0x117fbb","59561","0","","59561","0xa5069778791C9B37B9677675B1257330f8b3869d","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X2_evm_fund_bx2_CTLCOnly_refund"
"hardholdout_bowtie_opt3","B->X3|evm|fund:bx3","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x8A5859cb3ffBfcF50b8765e49e4A203f5a81537d","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X3_evm_fund_bx3_CTLCOnly_best_claim"
"hardholdout_bowtie_opt3","B->X3|evm|fund:bx3","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0x371Ae1CC5682f221fc24a3fE2DDbe33B737C15df","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X3_evm_fund_bx3_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt3","B->X3|evm|fund:bx3","CTLCOnly","refund","0x117fbb","59561","0","","59561","0x7E432Be2F1C7A3912444ffB6AD3900Ecc91B49D5","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/B-_X3_evm_fund_bx3_CTLCOnly_refund"
"hardholdout_bowtie_opt3","C->A|evm|fund:ca","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0xD7622A8Ac9410A432d5E22795CF7bBd9ce936AD2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/C-_A_evm_fund_ca_CTLCOnly_best_claim"
"hardholdout_bowtie_opt3","C->A|evm|fund:ca","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0x85D4c67e23edED6815C4F13170d9cd0FB9a9B23C","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/C-_A_evm_fund_ca_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt3","C->A|evm|fund:ca","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0xaFEE9CDeAe4C9c94bE1226F8038758651ba57a03","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt3/C-_A_evm_fund_ca_CTLCOnly_refund"
