pair,contract,levels,duplicateVector,pattern,bestClaimGas,worstClaimGas,refundGas,bestDisableGas,worstDisableGas,refundDisableGas,deployGasDecimal,okAll,notes
"B->A|evm|fund:ba","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100987","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"B->C|evm|fund:bc","CTLCMultipleEdges","2","2|2","multi-level+multi-option","84586","141843","112464","","52925","52925","1745175","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund"
"B->E|evm|fund:be","CTLCOnly","1","1","single-level","77001","77001","59561","","0","0","1169723","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"C->D|evm|fund:cd","CTLCMultipleEdges","2","4|4","multi-level+multi-option","80267","137535","112464","","52925","52925","2159626","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund"
"D->E|evm|fund:de","CTLCMultipleEdges","1","2","single-level+multi-option","80267","80267","59539","","0","0","1331086","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges"
"D->F|evm|fund:df","CTLCMultipleEdges","1","2","single-level+multi-option","75948","75948","59539","","0","0","1285286","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges"
"E->F|evm|fund:ef","CTLCMultipleEdges","1","2","single-level+multi-option","75948","75948","59539","","0","0","1285286","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges"
"F->B|evm|fund:fb","CTLCOnly","1","1","single-level","68747","68747","59561","","0","0","1123899","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"F->G|evm|fund:fg","CTLCOnly","1","1","single-level","68747","68747","59561","","0","0","1123887","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"G->A|evm|fund:ga","CTLCOnly","1","1","single-level","64620","64620","59561","","0","0","1100975","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
"G->E|evm|fund:ge","CTLCOnly","1","1","single-level","77001","77001","59561","","0","0","1169723","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly"
