graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"hardholdout_bowtie_opt1","B->A|evm|fund:ba","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0xdC0aeA20673757e9094771bfFC2f6cd2DbC2B755","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_A_evm_fund_ba_CTLCOnly_best_claim"
"hardholdout_bowtie_opt1","B->A|evm|fund:ba","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0x910A32ad8bD4C6cDAa262cE509072d2B585bB102","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_A_evm_fund_ba_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt1","B->A|evm|fund:ba","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0xc95eE9446d1737eF212870DD009a86FA76f5c19A","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_A_evm_fund_ba_CTLCOnly_refund"
"hardholdout_bowtie_opt1","B->X1|evm|fund:bx1","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x8DcC27324944761A2eD2cF7e372851Cd5F29c326","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_X1_evm_fund_bx1_CTLCOnly_best_claim"
"hardholdout_bowtie_opt1","B->X1|evm|fund:bx1","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0xB97448200B67378a3f69110502bE06b63dc101e8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_X1_evm_fund_bx1_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt1","B->X1|evm|fund:bx1","CTLCOnly","refund","0x117fbb","59561","0","","59561","0xc917e9E208Bf06FB5A9a86b5d98301d33C624659","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/B-_X1_evm_fund_bx1_CTLCOnly_refund"
"hardholdout_bowtie_opt1","C->A|evm|fund:ca","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x28B14273Dd8b0F499eDf7C0C32B4AFbAd8d8eB35","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/C-_A_evm_fund_ca_CTLCOnly_best_claim"
"hardholdout_bowtie_opt1","C->A|evm|fund:ca","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xB12D0fDC3B7E24604Ab527352FbD4Ea27647F66B","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/C-_A_evm_fund_ca_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt1","C->A|evm|fund:ca","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x0B4b7C1b6ccDD056d46E1B5dD9Ed11390604Ca06","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/C-_A_evm_fund_ca_CTLCOnly_refund"
"hardholdout_bowtie_opt1","D->B|evm|fund:db","CTLCOnly","best_claim","0x1341aa","68747","","68747","","0x9933ab8841A621A1F82EA7C71639FE8138dffEb8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/D-_B_evm_fund_db_CTLCOnly_best_claim"
"hardholdout_bowtie_opt1","D->B|evm|fund:db","CTLCOnly","worst_claim","0x1341aa","129972","52947","77025","","0x9d0Cbc0146636397efE4740Ad1F35Ed57d8BB37A","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/D-_B_evm_fund_db_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt1","D->B|evm|fund:db","CTLCOnly","refund","0x1341aa","112508","52947","","59561","0x33626C661E6F60041EdBB7c00FB86EC93652D80b","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/D-_B_evm_fund_db_CTLCOnly_refund"
"hardholdout_bowtie_opt1","X1->C|evm|fund:x1c","CTLCOnly","best_claim","0x11263b","68747","","68747","","0xFD16bfe53Cd6718099f1a26573FBa4043D0f9b58","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/X1-_C_evm_fund_x1c_CTLCOnly_best_claim"
"hardholdout_bowtie_opt1","X1->C|evm|fund:x1c","CTLCOnly","worst_claim","0x11263b","68747","0","68747","","0xBe855dDc6433f23E8E3975E39fb4D4d667F2415c","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/X1-_C_evm_fund_x1c_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt1","X1->C|evm|fund:x1c","CTLCOnly","refund","0x11263b","59561","0","","59561","0x86B0f09417d59ed6A1A928B68b69588075b0E7d8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt1/X1-_C_evm_fund_x1c_CTLCOnly_refund"
