graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"random_v1_165","B->C|evm|fund:bc","CTLCMultipleEdges","best_claim","0x139c8e","75948","","75948","","0x7418F7f0fC84D4e5b774502a266bC82ce88139A4","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_C_evm_fund_bc_CTLCMultipleEdges_best_claim"
"random_v1_165","B->C|evm|fund:bc","CTLCMultipleEdges","worst_claim","0x139c9a","75948","0","75948","","0xCD5b1001D26d9e9544Fb713dBd9127662bA2A8ef","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_C_evm_fund_bc_CTLCMultipleEdges_worst_claim"
"random_v1_165","B->C|evm|fund:bc","CTLCMultipleEdges","refund","0x139c9a","59539","0","","59539","0x8eA33789D6471094DF35aeaBD576830AC189Aee2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_C_evm_fund_bc_CTLCMultipleEdges_refund"
"random_v1_165","B->D|evm|fund:bd","CTLCMultipleEdges","best_claim","0x12e9a6","71617","","71617","","0xa3087b7765FafF072b264436F4bBC56f5b604eF0","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_D_evm_fund_bd_CTLCMultipleEdges_best_claim"
"random_v1_165","B->D|evm|fund:bd","CTLCMultipleEdges","worst_claim","0x12e99a","71617","0","71617","","0xcACf5c7a49A2729370095A24891432C80677c1a8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_D_evm_fund_bd_CTLCMultipleEdges_worst_claim"
"random_v1_165","B->D|evm|fund:bd","CTLCMultipleEdges","refund","0x12e9a6","59539","0","","59539","0x03d3BDEC64dd6bdc92380727beda01fe320311e7","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/B-_D_evm_fund_bd_CTLCMultipleEdges_refund"
"random_v1_165","C->B|evm|fund:cb","CTLCMultipleEdges","best_claim","0x139ca6","75948","","75948","","0x0822fC9561C54fe0a9188e0a9C535c3E1B5fC597","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_B_evm_fund_cb_CTLCMultipleEdges_best_claim"
"random_v1_165","C->B|evm|fund:cb","CTLCMultipleEdges","worst_claim","0x139ca6","75948","0","75948","","0x25576C02a4A07581447c8b66483986436E57Dc16","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_B_evm_fund_cb_CTLCMultipleEdges_worst_claim"
"random_v1_165","C->B|evm|fund:cb","CTLCMultipleEdges","refund","0x139ca6","59539","0","","59539","0x2727b80Aad92a362b5df0786c9AF8445a1BD70e0","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_B_evm_fund_cb_CTLCMultipleEdges_refund"
"random_v1_165","C->D|evm|fund:cd","CTLCMultipleEdges","best_claim","0x12e9a6","71641","","71641","","0x4dabcE9E3C478FaA7949933538a07e21A1a2B179","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_D_evm_fund_cd_CTLCMultipleEdges_best_claim"
"random_v1_165","C->D|evm|fund:cd","CTLCMultipleEdges","worst_claim","0x12e9a6","71641","0","71641","","0xa3DC9e8164292C717471504C5866D3A0c2adC29a","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_D_evm_fund_cd_CTLCMultipleEdges_worst_claim"
"random_v1_165","C->D|evm|fund:cd","CTLCMultipleEdges","refund","0x12e9a6","59539","0","","59539","0x4d3541982C12439DA222F2A9068838Bb042e6738","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/C-_D_evm_fund_cd_CTLCMultipleEdges_refund"
"random_v1_165","D->A|evm|fund:da","CTLCMultipleEdges","best_claim","0x1236a6","67334","","67334","","0xDDf1343E8d88745D7e4681EeBB0e95cF648D44a4","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/D-_A_evm_fund_da_CTLCMultipleEdges_best_claim"
"random_v1_165","D->A|evm|fund:da","CTLCMultipleEdges","worst_claim","0x1236a6","67334","0","67334","","0x5dc01be29bD2BcEf0E6F590eb882c37705bF34Fb","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/D-_A_evm_fund_da_CTLCMultipleEdges_worst_claim"
"random_v1_165","D->A|evm|fund:da","CTLCMultipleEdges","refund","0x1236a6","59539","0","","59539","0x10D72adc8520F947D92e1a0c3d093f1fcBE7086D","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_165/D-_A_evm_fund_da_CTLCMultipleEdges_refund"
