graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"random_v1_109","B->C|evm|fund:bc","CTLCMultipleEdges","best_claim","0x3440f6","80267","","80267","","0xA163eb97f147586E1dfa229C6D80A2CA135286c9","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/B-_C_evm_fund_bc_CTLCMultipleEdges_best_claim"
"random_v1_109","B->C|evm|fund:bc","CTLCMultipleEdges","worst_claim","0x3440f6","177680","88762","88918","","0x00b577A9b0e2F0e9F0589A4ccC4b6c84B7C13563","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/B-_C_evm_fund_bc_CTLCMultipleEdges_worst_claim"
"random_v1_109","B->C|evm|fund:bc","CTLCMultipleEdges","refund","0x3440ea","148301","88762","","59539","0xA9d08B5CfD5840a4269A4BC370aC11Cec262aD27","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/B-_C_evm_fund_bc_CTLCMultipleEdges_refund"
"random_v1_109","C->D|evm|fund:cd","CTLCMultipleEdges","best_claim","0x2960c0","80267","","80267","","0xDDDfe469095EB60B5E9A922745d719845d358e72","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_D_evm_fund_cd_CTLCMultipleEdges_best_claim"
"random_v1_109","C->D|evm|fund:cd","CTLCMultipleEdges","worst_claim","0x2960cc","137535","52925","84610","","0xC69980030529774e4eac84DbCAD2BF8F5fB4c008","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_D_evm_fund_cd_CTLCMultipleEdges_worst_claim"
"random_v1_109","C->D|evm|fund:cd","CTLCMultipleEdges","refund","0x2960c0","112464","52925","","59539","0xbE9639af7F536C5b09cC92bF9486027a3Ec70CB9","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_D_evm_fund_cd_CTLCMultipleEdges_refund"
"random_v1_109","C->E|evm|fund:ce","CTLCMultipleEdges","best_claim","0x166d10","75948","","75948","","0xb58740403f3102a070921878E764144aC701c4EC","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_E_evm_fund_ce_CTLCMultipleEdges_best_claim"
"random_v1_109","C->E|evm|fund:ce","CTLCMultipleEdges","worst_claim","0x166d10","133204","52925","80279","","0x1Ee2365C458fbB46b209dB646dFfDBfd12698c6D","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_E_evm_fund_ce_CTLCMultipleEdges_worst_claim"
"random_v1_109","C->E|evm|fund:ce","CTLCMultipleEdges","refund","0x166d10","112464","52925","","59539","0xa39fAE879D4F4BAA50133cff11f53d2ED1297806","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/C-_E_evm_fund_ce_CTLCMultipleEdges_refund"
"random_v1_109","D->C|evm|fund:dc","CTLCMultipleEdges","best_claim","0x17796c","80267","","80267","","0xf0Ee338afcF15CEC26ea901c60F184F3592215b2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_109/D-_C_evm_fund_dc_CTLCMultipleEdges_best_claim"
