graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"hardholdout_bowtie_opt4","B->A|evm|fund:ba","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x1a08E6caD0a9db72bcBdC1f5C4b3C8f43F96B591","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_A_evm_fund_ba_CTLCOnly_best_claim"
"hardholdout_bowtie_opt4","B->A|evm|fund:ba","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0x93AB305f69E8eb3Dd3FBD18a2b2D560E0489c394","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_A_evm_fund_ba_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt4","B->A|evm|fund:ba","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x020424F62dc590D5A0216C83A20Eb6A539ef4cBd","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_A_evm_fund_ba_CTLCOnly_refund"
"hardholdout_bowtie_opt4","B->X1|evm|fund:bx1","CTLCOnly","best_claim","0x117faf","72874","","72874","","0xb223307454030445d96539AA4c270Dfa306D9f3E","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X1_evm_fund_bx1_CTLCOnly_best_claim"
"hardholdout_bowtie_opt4","B->X1|evm|fund:bx1","CTLCOnly","worst_claim","0x117faf","72874","0","72874","","0x924C5DA5F44b9D35861a5985d7dD36B9A756845b","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X1_evm_fund_bx1_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt4","B->X1|evm|fund:bx1","CTLCOnly","refund","0x117faf","59561","0","","59561","0x9c036b5FFd52184BAe76a769515d260a33883B8B","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X1_evm_fund_bx1_CTLCOnly_refund"
"hardholdout_bowtie_opt4","B->X2|evm|fund:bx2","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0x2C8b38768c55D7ebD11891C120DffEcDBc59D50b","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X2_evm_fund_bx2_CTLCOnly_best_claim"
"hardholdout_bowtie_opt4","B->X2|evm|fund:bx2","CTLCOnly","worst_claim","0x117fbb","72874","0","72874","","0xECd4Ba1384AD55c4473662162b0Ff70E18782fdE","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X2_evm_fund_bx2_CTLCOnly_worst_claim"
"hardholdout_bowtie_opt4","B->X2|evm|fund:bx2","CTLCOnly","refund","0x117fbb","59561","0","","59561","0x2Bb394a6228D721D5A607EA59BbcE70831A88ac1","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X2_evm_fund_bx2_CTLCOnly_refund"
"hardholdout_bowtie_opt4","B->X3|evm|fund:bx3","CTLCOnly","best_claim","0x117fbb","72874","","72874","","0xF39Cfd6E07E87855Fa9B47e228f6fAC002937285","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/hardholdout_bowtie_opt4/B-_X3_evm_fund_bx3_CTLCOnly_best_claim"
