graph_id,pair,contract,scenario,deployGas,gasUsed,disableGasUsed,claimGasUsed,refundGasUsed,contractAddress,ok,error,caseDir
"random_v1_162","B->A|evm|fund:ba","CTLCMultipleEdges","best_claim","0x123676","67334","","67334","","0x7eAF9d699a257188C4354B0cdfB9F53AC84E6383","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_A_evm_fund_ba_CTLCMultipleEdges_best_claim"
"random_v1_162","B->A|evm|fund:ba","CTLCMultipleEdges","worst_claim","0x123682","67334","0","67334","","0xd2735576dD0db237DEec5619Fc48e25B5f853a27","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_A_evm_fund_ba_CTLCMultipleEdges_worst_claim"
"random_v1_162","B->A|evm|fund:ba","CTLCMultipleEdges","refund","0x12368e","59539","0","","59539","0xE860bF7a55682F23ec827A0590F38463dEc69719","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_A_evm_fund_ba_CTLCMultipleEdges_refund"
"random_v1_162","B->C|evm|fund:bc","CTLCMultipleEdges","best_claim","0x1aff01","71641","","71641","","0x1d63A0F51aA834C46C3a58605967C28fB094E809","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_C_evm_fund_bc_CTLCMultipleEdges_best_claim"
"random_v1_162","B->C|evm|fund:bc","CTLCMultipleEdges","worst_claim","0x1afef5","173372","88762","84610","","0xF18435a0D59D816fA61b95cB062ec8534f6DeBe1","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_C_evm_fund_bc_CTLCMultipleEdges_worst_claim"
"random_v1_162","B->C|evm|fund:bc","CTLCMultipleEdges","refund","0x1aff01","148301","88762","","59539","0x8DD1549FD002C2b3171242947A0764e2C16ebC8A","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/B-_C_evm_fund_bc_CTLCMultipleEdges_refund"
"random_v1_162","C->A|evm|fund:ca","CTLCOnly","best_claim","0x10ccbb","64620","","64620","","0x2504732fEAaD75Cba37b7511aE39EeE9D9768Dc6","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_A_evm_fund_ca_CTLCOnly_best_claim"
"random_v1_162","C->A|evm|fund:ca","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0x4d242134b9481a93811D06A731AC50e8fe0c2521","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_A_evm_fund_ca_CTLCOnly_worst_claim"
"random_v1_162","C->A|evm|fund:ca","CTLCOnly","refund","0x10ccaf","59561","0","","59561","0x6E58A5C829ebaa7B36371479acca1faa127dCB84","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_A_evm_fund_ca_CTLCOnly_refund"
"random_v1_162","C->D|evm|fund:cd","CTLCMultipleEdges","best_claim","0x20f65c","75948","","75948","","0x2cB9b4451b247cD5C4a7FC3D9f52E71774EE455d","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_D_evm_fund_cd_CTLCMultipleEdges_best_claim"
"random_v1_162","C->D|evm|fund:cd","CTLCMultipleEdges","worst_claim","0x20f65c","173372","88762","84610","","0xA3E46Dd4100d0a193F809E1456971465D846D5A1","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_D_evm_fund_cd_CTLCMultipleEdges_worst_claim"
"random_v1_162","C->D|evm|fund:cd","CTLCMultipleEdges","refund","0x20f65c","148301","88762","","59539","0x76C5494479fc6c1371BC1991443f280D52671447","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/C-_D_evm_fund_cd_CTLCMultipleEdges_refund"
"random_v1_162","D->C|evm|fund:dc","CTLCOnly","best_claim","0x11263b","68747","","68747","","0x2873974eCa4fDD632a7228f5Ba63aEE235AD832D","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_C_evm_fund_dc_CTLCOnly_best_claim"
"random_v1_162","D->C|evm|fund:dc","CTLCOnly","worst_claim","0x11263b","68747","0","68747","","0xa37d24417A467B3F480E1f7B726905684F3aAcD8","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_C_evm_fund_dc_CTLCOnly_worst_claim"
"random_v1_162","D->C|evm|fund:dc","CTLCOnly","refund","0x11263b","59561","0","","59561","0x3b71cB5aEE2b7d53435c1ff71F3F67C1769731Ab","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_C_evm_fund_dc_CTLCOnly_refund"
"random_v1_162","D->E|evm|fund:de","CTLCMultipleEdges","best_claim","0x1b017c","71641","","71641","","0x93Ebcd91E28356994031cB2DC1164a6D86Cd1dB0","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_E_evm_fund_de_CTLCMultipleEdges_best_claim"
"random_v1_162","D->E|evm|fund:de","CTLCMultipleEdges","worst_claim","0x1b0170","209197","124599","84598","","0x35A695e802e4ebE4310FfCE77894C5660A766D5e","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_E_evm_fund_de_CTLCMultipleEdges_worst_claim"
"random_v1_162","D->E|evm|fund:de","CTLCMultipleEdges","refund","0x1b017c","184138","124599","","59539","0xc71aB61C56B9c5FC76666a788527Fe9c4E8d5D4C","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/D-_E_evm_fund_de_CTLCMultipleEdges_refund"
"random_v1_162","E->A|evm|fund:ea","CTLCOnly","best_claim","0x10cca3","64620","","64620","","0x7cDEcf85ea030288BC40AE91C777C8c6A9Ec0bf0","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_A_evm_fund_ea_CTLCOnly_best_claim"
"random_v1_162","E->A|evm|fund:ea","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xC9c2cC536ca226869482D9D219010Fd8E85fDaB2","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_A_evm_fund_ea_CTLCOnly_worst_claim"
"random_v1_162","E->A|evm|fund:ea","CTLCOnly","refund","0x10ccbb","59561","0","","59561","0x54c4D488060B586253c6d842d6d46c1a307ba112","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_A_evm_fund_ea_CTLCOnly_refund"
"random_v1_162","E->F|evm|fund:ef","CTLCMultipleEdges","best_claim","0x17d77a","71617","","71617","","0x78A05D954e95d9219427FbFccB1380F6EfE5B741","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_F_evm_fund_ef_CTLCMultipleEdges_best_claim"
"random_v1_162","E->F|evm|fund:ef","CTLCMultipleEdges","worst_claim","0x17d77a","169029","88762","80267","","0x7c7d09709a619b45B3936950aC45Fbeb88CCcd9e","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_F_evm_fund_ef_CTLCMultipleEdges_worst_claim"
"random_v1_162","E->F|evm|fund:ef","CTLCMultipleEdges","refund","0x17d77a","148301","88762","","59539","0xc0518881BcE802e9152Ce6311EBdcD47A26b35f4","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/E-_F_evm_fund_ef_CTLCMultipleEdges_refund"
"random_v1_162","F->A|evm|fund:fa","CTLCOnly","best_claim","0x10ccaf","64620","","64620","","0xa1DCBA8C792E67cCF66605301FB427287A96a9D0","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/F-_A_evm_fund_fa_CTLCOnly_best_claim"
"random_v1_162","F->A|evm|fund:fa","CTLCOnly","worst_claim","0x10ccbb","64620","0","64620","","0xA882344F70672250fB82d88490E81277fE930C26","true","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/experiments/scale_trace/runs/random_v1_162/F-_A_evm_fund_fa_CTLCOnly_worst_claim"
